Word,Probability,Data
g k e,1.95312486267e-09,76
e e f,1.95312486267e-09,78
e n g,1.95312499501e-09,20
e h m,1.95312486267e-09,80
h e k,0.0278922405543,85
f m e,1.95312486267e-09,74
s m e,1.95312502233e-09,12
e N g,1.95312486267e-09,83
e e n,2.04305529363e-09,30
n h e,1.95312486267e-09,65
e h g,1.98743326623e-09,11
k e e,1.9543915489e-09,7
s e f,1.95312499503e-09,24
h e g,7.98875209051e-08,1
e k e,1.95312486397e-09,43
s n e,1.953124995e-09,9
N n e,1.95312486267e-09,98
e N k,1.95326947775e-09,7
s e h,1.9531249949e-09,30
e f k,1.95312486267e-09,83
e h f,1.95312486267e-09,86
f k e,1.95312497486e-09,36
n e h,6.26887146575e-07,26
e s n,1.95312486267e-09,74
h h e,1.95312486268e-09,57
e f f,1.95312486271e-09,47
N e n,1.95312486277e-09,60
e g e,1.95312486267e-09,55
h e m,0.0274943491981,99
e m f,1.953124995e-09,20
n N e,1.95312486267e-09,66
f N e,1.953124995e-09,15
h m e,1.95312492585e-09,38
f e s,0.000337562214266,33
f s e,1.95355310824e-09,28
e f N,1.9537959135e-09,8
e s n,1.96679640283e-09,49
e N k,1.95312486267e-09,80
N e m,1.95312486296e-09,61
f e k,3.5861119659e-09,8
N h e,1.953124995e-09,14
f n e,1.95312486267e-09,98
m f e,1.95312499548e-09,5
e h f,1.95312486267e-09,51
h e s,0.0281349146544,84
s g e,1.95312489841e-09,39
m h e,1.95312489844e-09,39
n e n,0.0271774969956,51
h e f,1.97665816441e-09,37
e k f,1.95312527422e-09,3
e f k,1.95312494361e-09,50
e g N,1.95312486267e-09,88
s e e,1.95312486267e-09,74
n s e,1.95312486267e-09,69
m g e,1.95312499512e-09,2
h h e,1.95312486267e-09,62
g f e,1.95312486267e-09,61
n e k,0.00434001038078,36
n n e,1.953124995e-09,24
e k N,1.95312486267e-09,58
e m h,1.9531570376e-09,52
e g f,1.953124995e-09,23
N e s,1.95312486267e-09,94
e s g,1.98623959531e-09,37
f e f,2.50711194724e-08,2
e s e,1.95312486304e-09,69
n e s,6.40275864503e-09,11
s k e,1.953124995e-09,24
e h e,1.953124995e-09,26
k e m,0.0273795406738,67
h k e,1.9531249951e-09,6
k e g,0.000128743295523,32
n s e,1.95312486267e-09,99
m k e,1.95312499501e-09,12
k e k,0.00186595638191,35
f f e,1.95312499436e-09,32
e h k,1.07756581729e-05,28
g e N,0.0280057191329,84
e n n,1.95312486267e-09,79
e f n,1.95312494216e-09,38
k g e,1.95312486267e-09,65
k g e,1.95312486267e-09,62
e s N,1.95312486269e-09,61
e k m,1.95312500308e-09,13
k g e,1.95312563089e-09,0
N e N,1.95312486267e-09,73
N m e,1.95312499958e-09,11
s h e,1.95312486267e-09,69
g e h,1.95312488548e-09,59
e s f,1.95312580565e-09,4
g g e,1.95312499518e-09,15
k k e,1.95312486267e-09,52
m e k,0.0276001632987,43
k N e,1.953124995e-09,9
k e s,0.0275244995441,60
n N e,1.95313515737e-09,16
e h s,1.95312486267e-09,82
n e e,1.95312486298e-09,67
s e N,1.96004788506e-09,16
e e g,7.26778491258e-08,23
f N e,1.95312486267e-09,61
e N g,1.95312486301e-09,45
m e s,0.02724076044,48
h e m,0.0274939652826,93
e e m,5.98391419397e-09,1
h e n,0.0280642533015,44
e f s,1.9531249173e-09,54
g N e,1.95312486267e-09,62
g h e,1.95312486267e-09,66
n k e,1.95312486267e-09,98
s N e,1.95312486271e-09,47
h e h,1.95312486285e-09,69
e f e,1.95312486267e-09,75
g e e,2.59029425666e-09,15
k e n,0.0275949914682,97
N h e,1.95312486267e-09,98
g e g,0.027009764334,62
e n k,1.95312499503e-09,5
e N h,1.95312486294e-09,65
N n e,1.95312486267e-09,52
e n g,1.95312486267e-09,66
n N e,1.95312486267e-09,53
k s e,1.95312486267e-09,66
n k e,1.95312486267e-09,79
n e g,0.0270723363099,49
e m e,1.95312486267e-09,55
N e m,1.95413028017e-09,23
e N N,1.95312620257e-09,11
h e m,0.0274916101565,56
N g e,1.9531248632e-09,44
m e h,1.95313198648e-09,19
f n e,1.953124995e-09,17
e k g,1.95312486267e-09,90
e e h,1.95335786549e-09,50
e s m,1.97172754038e-09,45
n k e,1.95312499436e-09,32
m e f,1.9531249546e-09,37
N N e,1.95312486267e-09,59
g e f,1.95312486267e-09,91
g s e,1.95312486267e-09,81
k f e,1.95312487991e-09,40
f n e,1.95312486267e-09,86
n e s,0.0276902451107,48
e N e,1.95312499498e-09,28
e n f,1.95312486267e-09,75
k s e,1.95312486267e-09,75
e e h,1.95312486273e-09,67
e N s,2.00444306186e-09,33
m e s,0.0272467110841,98
f e N,6.21596103614e-07,26
h e N,0.0279030102578,78
m e f,1.95312486267e-09,93
m N e,1.95312486267e-09,58
e m N,1.95331387039e-09,5
f e e,1.95312486267e-09,92
N e f,1.95312499122e-09,34
e g m,1.95312486733e-09,49
m e g,0.0145896740461,38
n e f,1.95312486267e-09,85
g e f,1.95312486267e-09,62
h s e,1.95421679346e-09,1
g e k,0.0273103108956,77
m s e,1.95312486268e-09,64
n e N,2.21907209554e-05,30
N k e,1.95312499498e-09,28
e n f,1.95312486269e-09,48
e h h,2.96592845654e-07,15
s e e,3.08854346762e-09,2
k e h,1.95312486268e-09,76
e e f,1.95312486267e-09,96
g e s,0.00190405423111,35
e k h,1.95312499502e-09,16
e N f,1.95312499344e-09,33
e f m,1.9641816025e-09,1
h g e,1.95312486267e-09,63
k s e,1.95312486369e-09,52
f N e,1.95312486267e-09,63
e k h,1.95312486267e-09,64
e n e,1.953124995e-09,13
g k e,1.95312486268e-09,49
g e g,0.0270039762072,79
g s e,1.95312499551e-09,14
h N e,1.95312486267e-09,52
m e n,0.0277520032952,58
k e N,0.0281719437125,47
e s k,2.34015483841e-08,21
e g n,1.953124995e-09,9
s e s,1.95312486267e-09,76
e g N,1.95312486267e-09,79
s e n,1.95312499508e-09,18
k h e,1.95312486584e-09,42
f m e,1.95312501342e-09,4
e g h,1.95312588403e-09,23
s e f,1.95312486267e-09,75
e k f,1.95312486267e-09,71
s n e,1.95312486267e-09,92
f e h,2.2808707899e-09,2
n g e,2.00123420723e-09,6
e k g,1.9531248632e-09,44
e s g,1.95312486274e-09,61
m e N,0.00430618413768,36
n e e,1.95312486267e-09,80
e h g,1.95314580912e-09,47
h e s,0.0281334288233,56
e n e,1.95312486267e-09,96
s e f,1.95312486267e-09,60
h e g,0.00856422984531,37
e k e,1.95312486267e-09,55
f h e,1.95312487662e-09,48
e N k,1.95312502285e-09,27
N e h,1.95312486267e-09,67
k e N,4.51442027875e-09,10
k s e,1.95312486267e-09,69
e g N,1.95312486267e-09,87
e f N,1.95312486267e-09,85
f k e,1.953124995e-09,24
n e h,1.95375834705e-09,54
e m h,1.29926215272e-08,6
h h e,1.95312691754e-09,9
e f f,1.95312486267e-09,75
N e n,1.95312499946e-09,24
e g e,1.953124995e-09,11
m N e,1.95312486267e-09,55
N h e,1.95312486267e-09,91
f e g,2.06060434386e-07,24
n n e,1.95312486267e-09,60
h m e,1.95312486267e-09,74
f s e,1.96531788695e-09,0
e f N,1.95605820167e-09,36
m f e,1.95312486267e-09,80
e k N,1.95312486267e-09,86
k e g,0.0267835541662,94
e h h,1.95312486267e-09,99
e e f,1.95312486267e-09,99
e n e,1.95312486267e-09,71
n f e,1.95312492585e-09,38
f e k,0.0276777646498,44
N h e,1.95312486584e-09,42
k e e,1.95312486268e-09,75
e N f,1.953124995e-09,15
k e N,0.0281805393499,65
n e k,0.0285208021394,87
s f e,1.95312486267e-09,64
N f e,1.95312501071e-09,2
s e s,2.47829308611e-09,7
e s e,5.99654063794e-07,4
e g f,1.95312486267e-09,66
s e g,1.95312486267e-09,90
h s e,1.95312486267e-09,99
e n s,1.95446972103e-09,31
n f e,1.95312486267e-09,85
e g N,1.95312486267e-09,68
h h e,1.95313475931e-09,28
e e N,2.16770960784e-09,24
n s e,1.95312486267e-09,89
m g e,1.95312492585e-09,38
n e e,2.81528144159e-09,22
e f N,1.95312486267e-09,96
n n e,1.95312499788e-09,4
e k N,1.9531249949e-09,30
g n e,1.95312486267e-09,80
e N n,1.95312486267e-09,77
k e k,0.0275214382612,80
N e s,1.95312487714e-09,50
e e e,1.9531248627e-09,67
e m g,1.95312486267e-09,74
k m e,1.95312486267e-09,51
n e s,0.0276857715048,47
n e N,0.0280377473989,79
f e f,1.95476655744e-09,38
e N s,1.95312486268e-09,64
h k e,1.95312499122e-09,34
k e g,1.75048764659e-08,4
h h e,1.95312486267e-09,67
e n n,1.95312486267e-09,55
f f e,1.953124995e-09,12
n m e,1.953124995e-09,16
e k k,1.95312501182e-09,19
n e s,5.61197058068e-08,23
e f n,1.95345259559e-09,2
g m e,2.21943579604e-08,0
k k e,1.95312486267e-09,65
e s N,1.95312486267e-09,81
e k m,1.95312487637e-09,41
k g e,1.95312497486e-09,36
g e n,2.42538988696e-08,17
g e N,0.0280048294865,74
e k s,1.95312504206e-09,12
N m e,1.95312486267e-09,55
k n e,1.95312486267e-09,76
h n e,1.953124995e-09,18
m e m,0.0271763966413,45
g e h,1.95312486267e-09,95
e s f,1.95312487991e-09,40
e N h,1.95312486267e-09,88
k h e,1.95312486267e-09,77
f e m,0.000328250017939,33
m e k,1.32345128713e-05,7
k N e,1.95312486289e-09,45
h e f,1.95312486267e-09,70
e g k,1.95439506995e-09,16
m e g,0.027887801591,88
e e k,1.95312486288e-09,68
s e N,1.95312506272e-09,52
N e k,1.95312486267e-09,95
e e g,3.92192086961e-08,11
f e m,2.88016318098e-09,3
e e s,1.95312486267e-09,78
s s e,1.95312486267e-09,81
m e s,5.02581490943e-06,28
k e n,2.85575175905e-08,20
e h k,1.95312486267e-09,93
h e n,2.05611158232e-09,8
h e e,1.95312486267e-09,97
g N e,1.95312486267e-09,90
s e m,1.95312497872e-09,36
n e N,0.0280373652427,76
n e g,0.0270766144154,76
s N e,1.95312486267e-09,83
e g g,1.95312486267e-09,77
m e g,0.0278877034205,99
e N N,1.95312486267e-09,88
s e k,1.95312486267e-09,77
m k e,1.95312486269e-09,48
m e h,1.95312486274e-09,70
n e m,4.2394397654e-08,23
N e g,1.95312586886e-09,40
f e f,1.95312486267e-09,80
e m s,1.95312528622e-09,37
n k e,1.95312486267e-09,83
e m e,1.953124995e-09,19
e h s,1.95312486267e-09,65
e h s,1.95312486267e-09,67
h e m,0.0274921823528,65
N g e,1.95312532709e-09,8
k n e,1.95312486267e-09,52
h g e,1.95312486267e-09,94
e N e,1.95312486267e-09,75
f g e,1.95312486267e-09,84
e e h,1.3127781869e-08,22
N s e,1.95312486267e-09,81
m e f,1.95312486267e-09,65
e s e,4.35548449387e-09,44
e n n,1.95312486267e-09,99
N N e,1.95312489841e-09,39
g s e,1.95312486267e-09,53
k f e,1.953124995e-09,12
e n f,1.953124995e-09,17
e h n,1.95312502332e-09,31
f f e,1.95312486267e-09,98
e N s,1.97339324866e-09,5
e e e,1.95312486267e-09,78
e g s,1.95312486267e-09,77
h h e,1.95312486267e-09,86
e k g,1.95312486267e-09,69
g e g,0.0270133157069,51
n m e,1.95312486271e-09,47
e g g,1.95312492279e-09,53
N e f,1.953124995e-09,14
e g m,1.95312883771e-09,21
m n e,1.95312486267e-09,91
e f s,1.95342292964e-09,44
m e g,1.49278895647e-05,10
N e n,1.95312486267e-09,71
n e m,0.0280120346967,58
e N m,1.97673217897e-09,33
f e f,1.95312486267e-09,72
e N s,1.95312486267e-09,93
h s e,1.95312499496e-09,29
m s e,1.95314061918e-09,44
f e e,1.95312486267e-09,80
N k e,1.95312486267e-09,96
e m n,1.95312497486e-09,36
e s s,1.95312486267e-09,89
g e k,0.0273097113458,69
n e e,1.975703074e-09,43
e h e,1.95312486267e-09,71
e N n,1.95312500117e-09,21
e f s,1.97193401216e-09,11
g e s,0.0280928236143,71
e N h,1.95312486673e-09,62
e N h,1.36867849499e-08,31
e h k,2.60352031633e-07,42
h g e,1.95312498603e-09,35
k e N,0.02818100874,73
k s e,1.95312504042e-09,16
e s m,3.44118411819e-09,40
g e k,0.0237490588666,40
g k e,1.953124995e-09,21
e n n,1.95312499496e-09,29
f e h,1.95312486267e-09,95
h N e,1.953124995e-09,16
m e n,1.28495212056e-05,6
m m e,1.95312486267e-09,58
e m m,1.95312486267e-09,73
e f s,1.99370002026e-09,30
e h g,1.95312486267e-09,82
f e n,1.94575998042e-08,4
k e s,6.46860356073e-07,21
f f e,1.95312486267e-09,83
s n e,1.95312486267e-09,64
h e k,8.97739996581e-06,29
n g e,1.95312499122e-09,34
e k h,1.95312486269e-09,48
e N g,1.953124995e-09,11
e f h,1.955078088e-09,5
e e n,1.95312486267e-09,86
e s h,1.95312486267e-09,65
N f e,1.95312486267e-09,85
e k f,1.95312486267e-09,89
h e s,7.23791130683e-08,20
h e g,0.027889253107,73
e k e,1.953124995e-09,19
f h e,1.95313083654e-09,12
e h N,1.95312486267e-09,69
n e n,9.68996809812e-08,24
N e h,1.95312486267e-09,63
h m e,1.95312499496e-09,29
n e s,0.027695739139,86
k N e,1.95312486267e-09,74
m e e,1.9531253356e-09,51
n e h,1.95312486267e-09,82
e s n,3.11432057421e-07,2
e f g,1.95394867661e-09,16
e f f,1.95312486267e-09,87
e s h,1.95312500836e-09,51
g e N,0.000801419527276,34
e s f,1.95312486267e-09,95
e n m,1.95312508738e-09,51
N h e,1.95312486267e-09,71
n N e,1.95483966567e-09,10
s h e,1.95312486267e-09,55
e f h,1.95312486276e-09,46
m f e,1.95312486267e-09,60
e s k,1.95312497428e-09,59
g e g,0.0270056785044,74
k e f,1.9531248628e-09,62
e h N,1.95313382548e-09,32
s e g,2.02448687603e-09,15
n f e,1.95318197986e-09,2
f e k,0.0277893289994,64
e g N,1.9542550337e-09,23
e k n,1.95312486267e-09,64
n s e,1.95318591546e-09,12
e s f,1.95312486267e-09,59
m g e,1.95312486267e-09,91
k e N,0.00865369416553,37
N f e,1.9531249949e-09,30
g e m,9.09082534468e-06,29
e e g,1.95312486267e-09,86
e g f,1.95312486267e-09,94
e m n,1.95312486267e-09,62
e n s,1.95314684664e-09,3
e m g,1.95312486267e-09,63
e g N,1.95312486267e-09,96
e s e,6.00601733641e-07,18
e e N,1.95314023685e-09,52
k e N,0.0281822980777,95
s k e,1.95312486267e-09,81
e f h,1.95312486267e-09,83
g m e,1.953124995e-09,22
m e m,0.0272142102122,63
k g e,1.95312486267e-09,98
N e s,1.95312501565e-09,22
e e f,1.953124995e-09,15
s e s,2.50372319099e-09,8
e k k,1.95312486267e-09,64
e m k,1.95313824053e-09,25
k e m,2.99620100011e-08,6
h e k,0.0278927848416,96
e n f,1.95312486267e-09,99
e n m,1.95312486267e-09,91
e h e,1.95312486267e-09,98
N e N,2.07749437535e-09,18
h k e,1.95312486267e-09,78
k e g,1.48531981209e-07,24
m k e,1.95312486267e-09,68
h e e,1.95314844342e-09,28
e k g,1.95312486267e-09,52
h n e,1.95312486267e-09,79
e N m,1.9689072241e-09,14
m m e,1.9531250106e-09,4
e n e,1.95312486267e-09,62
k N e,1.95312486267e-09,91
e n h,3.05840048539e-07,29
e m n,1.953124995e-09,21
e g k,1.95312486267e-09,69
e f h,1.95312486267e-09,52
s e s,1.95312487776e-09,60
e g g,2.23167189822e-09,0
e k f,1.95312486267e-09,88
h f e,1.95312486267e-09,56
e e k,1.95312486267e-09,78
h n e,1.95312486267e-09,62
m e m,2.87724966486e-09,9
g e h,1.95312486308e-09,67
s g e,1.95312486267e-09,61
e g g,1.95312486267e-09,64
s e N,1.95312486267e-09,86
e e m,1.95312486267e-09,90
g g e,1.95312486267e-09,71
g n e,1.95312486267e-09,50
g N e,1.953124995e-09,5
k n e,1.95312486267e-09,74
e g k,1.95312488513e-09,52
e e k,2.84082711752e-09,32
e e g,2.02459814748e-09,47
h e h,2.55740146897e-09,14
s g e,1.95312487991e-09,40
s s e,1.95312486289e-09,45
s e k,1.95312499698e-09,26
k e n,0.0275928610178,56
s f e,1.95312486268e-09,49
e k n,1.95312502114e-09,4
s e m,2.39591807817e-07,0
e N g,1.95312486267e-09,65
h e n,0.0281814533131,81
e e s,1.95312486267e-09,91
e f e,1.95407875148e-09,3
e s g,1.99172960916e-09,27
e N N,1.95312486267e-09,68
g e e,1.95312486273e-09,71
e f h,1.95312486267e-09,75
g h e,1.95312486271e-09,53
m e h,1.95329195569e-09,42
e h N,1.96771115598e-09,0
N e g,1.95312500201e-09,20
k e e,1.95312486267e-09,80
n h e,1.95312486267e-09,98
N s e,1.953124995e-09,4
e m h,1.95312486267e-09,97
h f e,1.95312486267e-09,93
N e m,1.95312486267e-09,95
f e m,0.0278665265038,53
h e m,0.00844238754796,37
N g e,1.953124995e-09,20
e k N,1.95312486267e-09,94
f n e,1.95312486267e-09,73
e N e,1.95312486267e-09,87
f g e,1.95312486269e-09,48
k n e,1.95312486267e-09,85
e e h,1.28200032419e-08,10
n e e,1.95312486504e-09,63
e N s,1.95312486267e-09,88
e n N,1.95312486267e-09,68
e m n,1.95312486267e-09,96
f e n,0.0278542168001,61
N N e,1.95312499499e-09,3
g e f,1.95312591596e-09,22
s n e,1.95312486267e-09,60
m N e,1.95312540343e-09,5
N e f,1.95312486267e-09,91
f e h,3.38091857991e-09,34
e m h,1.95312486267e-09,77
e g h,1.95312486267e-09,82
e n s,1.95312486277e-09,61
n e f,1.95314432203e-09,14
g e m,0.0282238709091,71
e s f,1.95312486267e-09,69
f e N,0.0281744137828,66
h e N,1.34295201053e-07,6
h s e,1.95312486267e-09,72
e g s,1.61942579071e-08,17
f e e,1.95553449174e-09,36
k e h,1.95312486281e-09,69
n e N,0.020461683677,39
g e e,1.95344612341e-09,48
e e e,1.68478326711e-08,0
e n f,1.95312486267e-09,86
k e m,0.0273800649614,72
k e h,1.95315344272e-09,7
h s e,1.95312486267e-09,57
s e n,1.95312486267e-09,76
m s e,1.9531585825e-09,8
k n e,1.95312486267e-09,80
e f m,1.95312486555e-09,56
g e e,1.97617549181e-09,43
N k e,1.95312486267e-09,68
n e g,0.027078797142,95
e s s,1.95350332782e-09,53
k g e,1.95312486267e-09,74
e h h,1.95318187361e-09,55
g f e,1.95312486267e-09,87
e N n,1.95312486268e-09,49
e n g,1.95318460819e-09,3
k e n,0.0275944704584,87
e n m,1.95329259329e-09,16
e m m,1.95313228789e-09,22
e g n,1.95312486267e-09,64
e f m,1.95312486267e-09,73
h g e,1.95312486267e-09,71
k h e,1.953124995e-09,21
e m k,1.95312812564e-09,12
e g k,1.95312486267e-09,90
k e s,0.0275243253544,53
e h N,1.95312486267e-09,92
h e k,0.027891601409,72
s m e,1.95312499344e-09,33
e s k,1.95312486267e-09,93
e N g,1.95312486267e-09,52
e e n,2.15163039439e-09,37
N e n,1.95312486267e-09,73
f e n,0.000133797137254,32
k e e,1.95312488997e-09,56
e n k,1.95312486267e-09,64
e k e,1.95312486267e-09,76
e h m,1.95315980875e-09,12
N e h,1.95312486267e-09,94
e N k,1.95312505513e-09,34
s m e,1.95312486267e-09,80
e g m,1.95312486267e-09,72
s e h,1.95315209622e-09,5
e k m,1.95312486267e-09,98
f k e,1.95312486267e-09,79
e s n,1.95312486267e-09,85
e f f,1.95312541436e-09,4
N e n,1.95312524206e-09,33
f e g,0.0277630549167,95
n e m,1.48661667338e-07,2
n e n,0.0271772034171,52
N e h,1.95312499499e-09,27
h m e,1.95460827809e-09,1
f e s,3.77113505109e-06,28
f s e,1.95312486667e-09,55
e f N,1.95312500256e-09,50
h e m,0.0274913901852,53
m e e,1.95433022654e-09,31
n e h,1.95312486267e-09,78
f N e,1.95312486267e-09,92
g e N,4.89293952867e-07,14
f e k,9.53760121029e-09,19
N h e,1.95312486267e-09,99
e g s,1.953681975e-09,50
N e k,1.95312486267e-09,97
f s e,1.95312486267e-09,72
m f e,1.953124995e-09,24
e h f,1.953124995e-09,20
e s n,2.92428474892e-07,35
k e f,1.9594985373e-09,18
h m e,1.95312486267e-09,95
s e g,2.03128836831e-09,19
h e f,1.97105869349e-09,30
m e N,9.4254896737e-06,0
n f e,1.9531249949e-09,30
e g N,1.95312490647e-09,51
e e N,1.95312486283e-09,67
e N f,1.95312486267e-09,71
m h e,1.95312486267e-09,82
m n e,1.95313003229e-09,7
g f e,1.953124995e-09,16
n e k,5.56667288651e-05,31
n n e,1.95312486267e-09,61
N f e,1.95312486267e-09,58
g e m,0.000332444810316,33
e g f,1.95312486267e-09,58
f e g,0.0277589729642,50
n h e,1.95312552161e-09,2
e m g,1.95312675021e-09,3
f e f,1.95418268948e-09,39
h h e,1.95312486267e-09,68
e h s,1.96505012258e-09,8
g e N,0.0280051851328,78
s k e,1.95312486267e-09,61
e h e,1.95312486267e-09,53
s e h,1.95312486397e-09,43
N e e,1.95312486267e-09,53
k e g,0.0267828531159,77
e m h,7.22508072593e-09,38
m k e,1.95312486268e-09,49
k e k,2.64188598573e-09,8
N e s,1.95312499761e-09,10
e e f,1.95312486397e-09,43
e k k,1.95312486267e-09,92
e f n,1.95312486267e-09,75
k e m,0.000782792146184,34
e s N,1.97457601358e-09,24
e k m,1.95312501354e-09,22
e h e,1.95312486267e-09,70
N e N,1.95383799863e-09,46
h e e,1.95312588665e-09,48
